,recv_c_dttm,create_dttm,resolve_dttm,user_resolve_dttm,forced_resolve_dttm,forced_username,recv_r_dttm,region,eid,ne_id,dn,dn_invt,mon_nm,step1,step2,step3,step4,obj,cause,grade,rect_type,rect_type.1,alert_type,alert_id,Y
9490,2021-02-19 01:10:23.254,2021-02-19 01:10:23.254,2021-02-19 01:15:03.846,,,,2021-02-19 01:15:03.846,hh,,1805.0,hh/e/cgni01/c/rack09/30/bm/nov099,hh/e/cgni01/c/rack09/30/bm/nov099,hehaec01nov099,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9491,2021-02-19 01:10:23.266,2021-02-19 01:10:23.266,2021-02-19 01:15:05.013,,,,2021-02-19 01:15:05.013,hh,,870.0,hh/e/cgni01/c/rack10/06/bm/nov101,hh/e/cgni01/c/rack10/06/bm/nov101,hehaec01nov101,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9492,2021-02-19 01:10:23.286,2021-02-19 01:10:23.286,2021-02-19 01:15:03.533,,,,2021-02-19 01:15:03.533,hh,,1813.0,hh/e/cgni01/c/rack11/15/bm/nov114,hh/e/cgni01/c/rack11/15/bm/nov114,hehaec01nov114,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9493,2021-02-19 01:10:23.324,2021-02-19 01:10:23.324,2021-02-19 01:15:03.791,,,,2021-02-19 01:15:03.791,hh,,1792.0,hh/e/cgni01/c/rack05/27/bm/nova0508,hh/e/cgni01/c/rack05/27/bm/nova0508,hhec01nova0508,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9494,2021-02-19 01:10:23.326,2021-02-19 01:10:23.326,2021-02-19 01:15:04.698,,,,2021-02-19 01:15:04.698,hh,,839.0,hh/e/cgni01/c/rack07/03/bm/nova0700,hh/e/cgni01/c/rack07/03/bm/nova0700,hhec01nova0700,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9495,2021-02-19 01:10:23.657,2021-02-19 01:10:23.657,2021-02-19 01:15:04.735,,,,2021-02-19 01:15:04.735,hh,,1816.0,hh/e/cgni01/c/rack11/24/bm/nov117,hh/e/cgni01/c/rack11/24/bm/nov117,hehaec01nov117,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9865,2021-02-19 02:20:03.076,2021-02-19 02:20:03.076,2021-02-19 02:25:03.511,,,,2021-02-19 02:25:03.511,sj,,1108.0,sj/c/cgni01/c/rack03/09/bm/nova0302,sj/c/cgni01/c/rack03/09/bm/nova0302,sjcc01nova0302,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9866,2021-02-19 02:20:03.119,2021-02-19 02:20:03.119,2021-02-19 02:25:03.994,,,,2021-02-19 02:25:03.994,sj,,1111.0,sj/c/cgni01/c/rack03/18/bm/nova0305,sj/c/cgni01/c/rack03/18/bm/nova0305,sjcc01nova0305,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9867,2021-02-19 02:20:05.892,2021-02-19 02:20:05.892,2021-02-19 02:25:03.562,,,,2021-02-19 02:25:03.562,sj,,1106.0,sj/c/cgni01/c/rack03/03/bm/nova0300,sj/c/cgni01/c/rack03/03/bm/nova0300,sjcc01nova0300,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9868,2021-02-19 02:20:05.955,2021-02-19 02:20:05.955,2021-02-19 02:25:03.252,,,,2021-02-19 02:25:03.252,sj,,1107.0,sj/c/cgni01/c/rack03/06/bm/nova0301,sj/c/cgni01/c/rack03/06/bm/nova0301,sjcc01nova0301,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

9869,2021-02-19 02:20:05.971,2021-02-19 02:20:05.971,2021-02-19 02:25:03.285,,,,2021-02-19 02:25:03.285,sj,,1109.0,sj/c/cgni01/c/rack03/12/bm/nova0303,sj/c/cgni01/c/rack03/12/bm/nova0303,sjcc01nova0303,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10481,2021-02-19 03:00:02.586,2021-02-19 03:00:02.586,2021-02-19 03:10:03.398,,,,2021-02-19 03:10:03.398,sj,,1113.0,sj/c/cgni01/c/rack04/03/bm/nova0400,sj/c/cgni01/c/rack04/03/bm/nova0400,sjcc01nova0400,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10482,2021-02-19 03:00:02.646,2021-02-19 03:00:02.646,2021-02-19 03:05:04.678,,,,2021-02-19 03:05:04.678,sj,,1116.0,sj/c/cgni01/c/rack04/12/bm/nova0403,sj/c/cgni01/c/rack04/12/bm/nova0403,sjcc01nova0403,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10483,2021-02-19 03:00:05.600,2021-02-19 03:00:05.600,2021-02-19 03:05:05.716,,,,2021-02-19 03:05:05.716,sj,,1117.0,sj/c/cgni01/c/rack04/15/bm/nova0404,sj/c/cgni01/c/rack04/15/bm/nova0404,sjcc01nova0404,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10484,2021-02-19 03:00:20.670,2021-02-19 03:00:20.670,2021-02-19 03:05:04.650,,,,2021-02-19 03:05:04.650,sj,,1118.0,sj/c/cgni01/c/rack04/18/bm/nova0405,sj/c/cgni01/c/rack04/18/bm/nova0405,sjcc01nova0405,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10485,2021-02-19 03:05:03.126,2021-02-19 03:05:03.126,2021-02-19 03:10:03.437,,,,2021-02-19 03:10:03.437,sj,,1114.0,sj/c/cgni01/c/rack04/06/bm/nova0401,sj/c/cgni01/c/rack04/06/bm/nova0401,sjcc01nova0401,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10486,2021-02-19 03:10:05.696,2021-02-19 03:10:05.696,2021-02-19 03:15:03.116,,,,2021-02-19 03:15:03.116,sj,,1115.0,sj/c/cgni01/c/rack04/09/bm/nova0402,sj/c/cgni01/c/rack04/09/bm/nova0402,sjcc01nova0402,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10487,2021-02-19 03:10:44.970,2021-02-19 03:10:44.970,2021-02-19 03:15:03.087,,,,2021-02-19 03:15:03.087,sj,,1118.0,sj/c/cgni01/c/rack04/18/bm/nova0405,sj/c/cgni01/c/rack04/18/bm/nova0405,sjcc01nova0405,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

10488,2021-02-19 03:15:02.907,2021-02-19 03:14:25.000,2021-02-19 03:14:25.000,,,,2021-02-19 03:15:02.907,sj,,1111.0,sj/c/cgni01/c/rack03/18/bm/nova0305,sj/c/cgni01/c/rack03/18/bm/nova0305,sjcc01nova0305,server,ipmi,sel,dell.ipmi.sel.11,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10489,2021-02-19 03:15:03.142,2021-02-19 03:14:25.000,2021-02-19 03:14:25.000,,,,2021-02-19 03:15:03.142,sj,,1109.0,sj/c/cgni01/c/rack03/12/bm/nova0303,sj/c/cgni01/c/rack03/12/bm/nova0303,sjcc01nova0303,server,ipmi,sel,dell.ipmi.sel.13,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10490,2021-02-19 03:15:02.983,2021-02-19 03:14:28.000,2021-02-19 03:14:28.000,,,,2021-02-19 03:15:02.983,sj,,1107.0,sj/c/cgni01/c/rack03/06/bm/nova0301,sj/c/cgni01/c/rack03/06/bm/nova0301,sjcc01nova0301,server,ipmi,sel,dell.ipmi.sel.11,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10507,2021-02-19 03:15:02.832,2021-02-19 03:14:35.000,2021-02-19 03:14:35.000,,,,2021-02-19 03:15:02.832,sj,,1106.0,sj/c/cgni01/c/rack03/03/bm/nova0300,sj/c/cgni01/c/rack03/03/bm/nova0300,sjcc01nova0300,server,ipmi,sel,dell.ipmi.sel.11,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10556,2021-02-19 03:15:03.066,2021-02-19 03:14:44.000,2021-02-19 03:14:44.000,,,,2021-02-19 03:15:03.066,sj,,1108.0,sj/c/cgni01/c/rack03/09/bm/nova0302,sj/c/cgni01/c/rack03/09/bm/nova0302,sjcc01nova0302,server,ipmi,sel,dell.ipmi.sel.7,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10931,2021-02-19 04:10:03.078,2021-02-19 04:09:51.000,2021-02-19 04:09:51.000,,,,2021-02-19 04:10:03.078,sj,,1118.0,sj/c/cgni01/c/rack04/18/bm/nova0405,sj/c/cgni01/c/rack04/18/bm/nova0405,sjcc01nova0405,server,ipmi,sel,dell.ipmi.sel.12,,hw-fault,warning,the process of installing an operating system or hypervisor is started and is in progress.,ipmi_api,status,,0

10932,2021-02-19 04:10:03.344,2021-02-19 04:09:56.000,2021-02-19 04:09:56.000,,,,2021-02-19 04:10:03.344,sj,,1113.0,sj/c/cgni01/c/rack04/03/bm/nova0400,sj/c/cgni01/c/rack04/03/bm/nova0400,sjcc01nova0400,server,ipmi,sel,dell.ipmi.sel.13,,hw-fault,warning,the process of installing an operating system or hypervisor is started and is in progress.,ipmi_api,status,,0

10933,2021-02-19 04:10:03.168,2021-02-19 04:09:58.000,2021-02-19 04:09:58.000,,,,2021-02-19 04:10:03.168,sj,,1114.0,sj/c/cgni01/c/rack04/06/bm/nova0401,sj/c/cgni01/c/rack04/06/bm/nova0401,sjcc01nova0401,server,ipmi,sel,dell.ipmi.sel.12,,hw-fault,warning,the process of installing an operating system or hypervisor is started and is in progress.,ipmi_api,status,,0

10934,2021-02-19 04:10:03.256,2021-02-19 04:09:59.000,2021-02-19 04:09:59.000,,,,2021-02-19 04:10:03.256,sj,,1116.0,sj/c/cgni01/c/rack04/12/bm/nova0403,sj/c/cgni01/c/rack04/12/bm/nova0403,sjcc01nova0403,server,ipmi,sel,dell.ipmi.sel.10,,hw-fault,warning,the process of installing an operating system or hypervisor is started and is in progress.,ipmi_api,status,,0

10935,2021-02-19 04:15:03.924,2021-02-19 04:13:35.000,2021-02-19 04:13:35.000,,,,2021-02-19 04:15:03.924,sj,,1118.0,sj/c/cgni01/c/rack04/18/bm/nova0405,sj/c/cgni01/c/rack04/18/bm/nova0405,sjcc01nova0405,server,ipmi,sel,dell.ipmi.sel.13,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10936,2021-02-19 04:15:03.515,2021-02-19 04:13:39.000,2021-02-19 04:13:39.000,,,,2021-02-19 04:15:03.515,sj,,1113.0,sj/c/cgni01/c/rack04/03/bm/nova0400,sj/c/cgni01/c/rack04/03/bm/nova0400,sjcc01nova0400,server,ipmi,sel,dell.ipmi.sel.14,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10937,2021-02-19 04:15:03.680,2021-02-19 04:13:41.000,2021-02-19 04:13:41.000,,,,2021-02-19 04:15:03.680,sj,,1114.0,sj/c/cgni01/c/rack04/06/bm/nova0401,sj/c/cgni01/c/rack04/06/bm/nova0401,sjcc01nova0401,server,ipmi,sel,dell.ipmi.sel.13,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10938,2021-02-19 04:15:03.598,2021-02-19 04:13:43.000,2021-02-19 04:13:43.000,,,,2021-02-19 04:15:03.598,sj,,1116.0,sj/c/cgni01/c/rack04/12/bm/nova0403,sj/c/cgni01/c/rack04/12/bm/nova0403,sjcc01nova0403,server,ipmi,sel,dell.ipmi.sel.11,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10939,2021-02-19 04:15:03.843,2021-02-19 04:13:47.000,2021-02-19 04:13:47.000,,,,2021-02-19 04:15:03.843,sj,,1117.0,sj/c/cgni01/c/rack04/15/bm/nova0404,sj/c/cgni01/c/rack04/15/bm/nova0404,sjcc01nova0404,server,ipmi,sel,dell.ipmi.sel.12,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

10940,2021-02-19 04:15:03.762,2021-02-19 04:13:49.000,2021-02-19 04:13:49.000,,,,2021-02-19 04:15:03.762,sj,,1115.0,sj/c/cgni01/c/rack04/09/bm/nova0402,sj/c/cgni01/c/rack04/09/bm/nova0402,sjcc01nova0402,server,ipmi,sel,dell.ipmi.sel.11,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

11244,2021-02-22 22:55:05.127,2021-02-22 13:43:23.000,,,2021-03-01 09:23:13.000,,2021-03-01 09:23:13.000,hh,,851.0,hh/e/cgni01/c/rack08/09/bm/nova0802,hh/e/cgni01/c/rack08/09/bm/nova0802,hhec01nova0802,server,ipmi,sel,hp.ipmi.sel.15,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 5, port 1",ipmi_api,status,,1

11245,2021-02-22 22:55:05.148,2021-02-22 13:43:26.000,2021-02-22 13:43:26.000,,,,2021-02-22 22:55:05.148,hh,,851.0,hh/e/cgni01/c/rack08/09/bm/nova0802,hh/e/cgni01/c/rack08/09/bm/nova0802,hhec01nova0802,server,ipmi,sel,hp.ipmi.sel.16,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

12464,2021-02-23 02:45:06.164,2021-02-23 02:45:06.164,2021-02-23 02:50:03.388,,,,2021-02-23 02:50:03.388,dj,,475.0,dj/c/cgni02/c/rack02/03/bm/nova0200,dj/c/cgni02/c/rack02/03/bm/nova0200,djcc02nova0200,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12465,2021-02-23 02:45:19.887,2021-02-23 02:45:19.887,2021-02-23 02:50:04.026,,,,2021-02-23 02:50:04.026,dj,,496.0,dj/c/cgni02/c/rack04/09/bm/nova0402,dj/c/cgni02/c/rack04/09/bm/nova0402,djcc02nova0402,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12466,2021-02-23 02:45:21.541,2021-02-23 02:45:21.541,2021-02-23 02:50:03.611,,,,2021-02-23 02:50:03.611,dj,,498.0,dj/c/cgni02/c/rack04/15/bm/nova0404,dj/c/cgni02/c/rack04/15/bm/nova0404,djcc02nova0404,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12467,2021-02-23 02:45:23.017,2021-02-23 02:45:23.017,2021-02-23 02:50:04.246,,,,2021-02-23 02:50:04.246,dj,,497.0,dj/c/cgni02/c/rack04/12/bm/nova0403,dj/c/cgni02/c/rack04/12/bm/nova0403,djcc02nova0403,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12468,2021-02-23 02:50:02.767,2021-02-23 02:50:02.767,2021-02-23 03:00:04.326,,,,2021-02-23 03:00:04.326,dj,,477.0,dj/c/cgni02/c/rack02/09/bm/nova0202,dj/c/cgni02/c/rack02/09/bm/nova0202,djcc02nova0202,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12469,2021-02-23 02:50:02.767,2021-02-23 02:50:02.767,2021-02-23 02:55:04.916,,,,2021-02-23 02:55:04.916,dj,,478.0,dj/c/cgni02/c/rack02/12/bm/nova0203,dj/c/cgni02/c/rack02/12/bm/nova0203,djcc02nova0203,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12470,2021-02-23 02:50:02.768,2021-02-23 02:50:02.768,2021-02-23 02:55:05.129,,,,2021-02-23 02:55:05.129,dj,,479.0,dj/c/cgni02/c/rack02/15/bm/nova0204,dj/c/cgni02/c/rack02/15/bm/nova0204,djcc02nova0204,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12471,2021-02-23 02:50:05.784,2021-02-23 02:50:05.784,2021-02-23 02:55:04.896,,,,2021-02-23 02:55:04.896,dj,,480.0,dj/c/cgni02/c/rack02/18/bm/nova0205,dj/c/cgni02/c/rack02/18/bm/nova0205,djcc02nova0205,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12472,2021-02-23 02:55:03.418,2021-02-23 02:55:03.418,2021-02-23 03:00:04.062,,,,2021-02-23 03:00:04.062,dj,,498.0,dj/c/cgni02/c/rack04/15/bm/nova0404,dj/c/cgni02/c/rack04/15/bm/nova0404,djcc02nova0404,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12473,2021-02-23 02:55:03.419,2021-02-23 02:55:03.419,2021-02-23 03:00:04.962,,,,2021-02-23 03:00:04.962,dj,,495.0,dj/c/cgni02/c/rack04/06/bm/nova0401,dj/c/cgni02/c/rack04/06/bm/nova0401,djcc02nova0401,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12474,2021-02-23 02:55:06.420,2021-02-23 02:55:06.420,2021-02-23 03:00:04.028,,,,2021-02-23 03:00:04.028,dj,,497.0,dj/c/cgni02/c/rack04/12/bm/nova0403,dj/c/cgni02/c/rack04/12/bm/nova0403,djcc02nova0403,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12475,2021-02-23 02:55:06.421,2021-02-23 02:55:06.421,2021-02-23 03:00:04.086,,,,2021-02-23 03:00:04.086,dj,,496.0,dj/c/cgni02/c/rack04/09/bm/nova0402,dj/c/cgni02/c/rack04/09/bm/nova0402,djcc02nova0402,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12476,2021-02-23 02:55:06.532,2021-02-23 02:55:06.532,2021-02-23 03:00:03.811,,,,2021-02-23 03:00:03.811,dj,,499.0,dj/c/cgni02/c/rack04/18/bm/nova0405,dj/c/cgni02/c/rack04/18/bm/nova0405,djcc02nova0405,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12477,2021-02-23 02:55:06.624,2021-02-23 02:55:06.624,2021-02-23 03:00:04.044,,,,2021-02-23 03:00:04.044,dj,,476.0,dj/c/cgni02/c/rack02/06/bm/nova0201,dj/c/cgni02/c/rack02/06/bm/nova0201,djcc02nova0201,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

12494,2021-02-23 03:45:03.319,2021-02-23 03:45:03.319,,,2021-03-15 11:26:34.000,,2021-03-15 11:26:44.000,dj,,475.0,dj/c/cgni02/c/rack02/03/bm/nova0200,dj/c/cgni02/c/rack02/03/bm/nova0200,djcc02nova0200,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12495,2021-02-23 03:50:03.467,2021-02-23 03:50:03.467,,,2021-03-15 11:26:33.000,,2021-03-15 11:26:43.000,dj,,476.0,dj/c/cgni02/c/rack02/06/bm/nova0201,dj/c/cgni02/c/rack02/06/bm/nova0201,djcc02nova0201,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12499,2021-02-23 04:05:04.647,2021-02-23 04:05:04.647,,,2021-03-15 11:26:33.000,,2021-03-15 11:26:43.000,dj,,494.0,dj/c/cgni02/c/rack04/03/bm/nova0400,dj/c/cgni02/c/rack04/03/bm/nova0400,djcc02nova0400,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12500,2021-02-23 04:05:04.828,2021-02-23 04:05:04.828,,,2021-03-15 11:26:32.000,,2021-03-15 11:26:42.000,dj,,495.0,dj/c/cgni02/c/rack04/06/bm/nova0401,dj/c/cgni02/c/rack04/06/bm/nova0401,djcc02nova0401,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12501,2021-02-23 04:10:02.623,2021-02-23 04:10:02.623,,,2021-03-15 11:26:31.000,,2021-03-15 11:26:42.000,dj,,478.0,dj/c/cgni02/c/rack02/12/bm/nova0203,dj/c/cgni02/c/rack02/12/bm/nova0203,djcc02nova0203,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12502,2021-02-23 04:10:02.696,2021-02-23 04:10:02.696,,,2021-03-15 11:26:31.000,,2021-03-15 11:26:41.000,dj,,477.0,dj/c/cgni02/c/rack02/09/bm/nova0202,dj/c/cgni02/c/rack02/09/bm/nova0202,djcc02nova0202,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12503,2021-02-23 04:10:02.764,2021-02-23 04:10:02.764,,,2021-03-15 11:26:30.000,,2021-03-15 11:26:41.000,dj,,496.0,dj/c/cgni02/c/rack04/09/bm/nova0402,dj/c/cgni02/c/rack04/09/bm/nova0402,djcc02nova0402,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12504,2021-02-23 04:10:02.802,2021-02-23 04:10:02.802,,,2021-03-15 11:26:29.000,,2021-03-15 11:26:40.000,dj,,499.0,dj/c/cgni02/c/rack04/18/bm/nova0405,dj/c/cgni02/c/rack04/18/bm/nova0405,djcc02nova0405,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12505,2021-02-23 04:10:02.823,2021-02-23 04:10:02.823,,,2021-03-15 11:26:28.000,,2021-03-15 11:26:40.000,dj,,497.0,dj/c/cgni02/c/rack04/12/bm/nova0403,dj/c/cgni02/c/rack04/12/bm/nova0403,djcc02nova0403,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12506,2021-02-23 04:10:02.871,2021-02-23 04:10:02.871,,,2021-03-15 11:26:27.000,,2021-03-15 11:26:39.000,dj,,498.0,dj/c/cgni02/c/rack04/15/bm/nova0404,dj/c/cgni02/c/rack04/15/bm/nova0404,djcc02nova0404,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12509,2021-02-23 04:15:02.616,2021-02-23 04:15:02.616,,,2021-03-15 11:26:26.000,,2021-03-15 11:26:39.000,dj,,479.0,dj/c/cgni02/c/rack02/15/bm/nova0204,dj/c/cgni02/c/rack02/15/bm/nova0204,djcc02nova0204,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

12510,2021-02-23 04:15:02.650,2021-02-23 04:15:02.650,,,2021-03-15 11:25:24.000,,2021-03-15 11:26:38.000,dj,,480.0,dj/c/cgni02/c/rack02/18/bm/nova0205,dj/c/cgni02/c/rack02/18/bm/nova0205,djcc02nova0205,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=dj********",ipmi_api,status,,0

13479,2021-02-24 05:15:05.000,2021-02-23 20:11:55.000,2021-02-23 20:11:55.000,,,,2021-02-24 05:15:05.000,gr,,1894.0,gr/c/cgni01/c/rack05/03/bm/nov050,gr/c/cgni01/c/rack05/03/bm/nov050,gurocc01nov050,server,ipmi,sel,hp.ipmi.sel.173,,hw-fault,warning,"hpe ethernet 1gb 4-port 331i adapter - nic connectivity status changed to ok for adapter in slot 0, port 2",ipmi_api,status,,0

13480,2021-02-24 05:15:05.027,2021-02-23 20:11:55.000,2021-02-23 20:11:55.000,,,,2021-02-24 05:15:05.027,gr,,1894.0,gr/c/cgni01/c/rack05/03/bm/nov050,gr/c/cgni01/c/rack05/03/bm/nov050,gurocc01nov050,server,ipmi,sel,hp.ipmi.sel.174,,hw-fault,warning,"hpe ethernet 1gb 4-port 331i adapter - nic connectivity status changed to ok for adapter in slot 0, port 3",ipmi_api,status,,0

13481,2021-02-24 05:15:05.053,2021-02-23 20:11:55.000,2021-02-23 20:11:55.000,,,,2021-02-24 05:15:05.053,gr,,1894.0,gr/c/cgni01/c/rack05/03/bm/nov050,gr/c/cgni01/c/rack05/03/bm/nov050,gurocc01nov050,server,ipmi,sel,hp.ipmi.sel.175,,hw-fault,warning,"hpe ethernet 1gb 4-port 331i adapter - nic connectivity status changed to ok for adapter in slot 0, port 4",ipmi_api,status,,0

13484,2021-02-23 23:30:03.011,2021-02-23 23:30:02.000,2021-02-23 23:30:02.000,,,,2021-02-23 23:30:03.011,dj,,1515.0,dj/e/cgni01/c/rack02/18/bm/nov025,dj/e/cgni01/c/rack02/18/bm/nov025,dejnec01nov025,server,ipmi,sel,dell.ipmi.sel.5,,hw-fault,warning,the process of installing an operating system or hypervisor is successfully completed.,ipmi_api,status,,0

14057,2021-02-25 02:50:04.070,2021-02-24 17:43:03.000,2021-02-24 17:43:03.000,,,,2021-02-25 02:50:04.070,wj,,753.0,wj/e/cgni01/c/rack03/12/bm/nov033,wj/e/cgni01/c/rack03/12/bm/nov033,wnjuec01nov033,server,ipmi,sel,hp.ipmi.sel.58,,hw-fault,warning,"system overheating (temperature sensor 1, location ambient, temperature 43)",ipmi_api,status,,0

14058,2021-02-25 02:50:04.113,2021-02-24 17:43:03.000,2021-02-24 17:43:03.000,,,,2021-02-25 02:50:04.113,wj,,753.0,wj/e/cgni01/c/rack03/12/bm/nov033,wj/e/cgni01/c/rack03/12/bm/nov033,wnjuec01nov033,server,ipmi,sel,hp.ipmi.sel.59,,hw-fault,warning,automatic operating system shutdown initiated due to overheat condition,ipmi_api,status,,0

14059,2021-02-25 02:50:04.153,2021-02-24 17:43:06.000,2021-02-24 17:43:06.000,,,,2021-02-25 02:50:04.153,wj,,753.0,wj/e/cgni01/c/rack03/12/bm/nov033,wj/e/cgni01/c/rack03/12/bm/nov033,wnjuec01nov033,server,ipmi,sel,hp.ipmi.sel.60,,hw-fault,warning,automatic operating system shutdown due to overheat aborted,ipmi_api,status,,0

14060,2021-02-25 03:00:04.219,2021-02-24 17:49:19.000,2021-02-24 17:49:19.000,,,,2021-02-25 03:00:04.219,wj,,753.0,wj/e/cgni01/c/rack03/12/bm/nov033,wj/e/cgni01/c/rack03/12/bm/nov033,wnjuec01nov033,server,ipmi,sel,hp.ipmi.sel.61,,hw-fault,warning,"system overheating (temperature sensor 1, location ambient, temperature 43)",ipmi_api,status,,0

14061,2021-02-25 03:00:04.259,2021-02-24 17:49:19.000,2021-02-24 17:49:19.000,,,,2021-02-25 03:00:04.259,wj,,753.0,wj/e/cgni01/c/rack03/12/bm/nov033,wj/e/cgni01/c/rack03/12/bm/nov033,wnjuec01nov033,server,ipmi,sel,hp.ipmi.sel.62,,hw-fault,warning,automatic operating system shutdown initiated due to overheat condition,ipmi_api,status,,0

